name,level,run,inhib_level,r0,serotype_varying,time_to_extinction,time_to_reemergence
inf,1,1,0.65,1,1,64,NA
inf,1,2,0.65,1,1,47,NA
inf,1,3,0.65,1,1,47,NA
inf,1,4,0.65,1,1,NA,NA
inf,1,5,0.65,1,1,9,NA
inf,1,6,0.65,1,1,65,NA
inf,1,7,0.65,1,1,NA,NA
inf,1,8,0.65,1,1,59,NA
inf,1,9,0.65,1,1,7,NA
inf,1,10,0.65,1,1,21,NA
inf,1,11,0.65,1,1,8,NA
inf,1,12,0.65,1,1,63,NA
inf,1,13,0.65,1,1,68,NA
inf,1,14,0.65,1,1,NA,NA
inf,1,15,0.65,1,1,71,NA
inf,1,16,0.65,1,1,4,NA
inf,1,17,0.65,1,1,19,NA
inf,1,18,0.65,1,1,70,NA
inf,1,19,0.65,1,1,25,NA
inf,1,20,0.65,1,1,31,NA
inf,1,21,0.65,1,1,NA,NA
inf,1,22,0.65,1,1,46,NA
inf,1,23,0.65,1,1,71,NA
inf,1,24,0.65,1,1,27,NA
inf,1,25,0.65,1,1,34,NA
inf,1,26,0.65,1,1,39,NA
inf,1,27,0.65,1,1,59,NA
inf,1,28,0.65,1,1,9,NA
inf,1,29,0.65,1,1,15,NA
inf,1,30,0.65,1,1,5,NA
inf,1,31,0.65,1,1,32,NA
inf,1,32,0.65,1,1,58,NA
inf,1,33,0.65,1,1,11,NA
inf,1,34,0.65,1,1,9,NA
inf,1,35,0.65,1,1,39,NA
inf,1,36,0.65,1,1,19,NA
inf,1,37,0.65,1,1,70,NA
inf,1,38,0.65,1,1,64,NA
inf,1,39,0.65,1,1,37,NA
inf,1,40,0.65,1,1,58,NA
inf,1,41,0.65,1,1,63,NA
inf,1,42,0.65,1,1,9,NA
inf,1,43,0.65,1,1,59,NA
inf,1,44,0.65,1,1,28,NA
inf,1,45,0.65,1,1,14,NA
inf,1,46,0.65,1,1,2,NA
inf,1,47,0.65,1,1,NA,NA
inf,1,48,0.65,1,1,68,NA
inf,1,49,0.65,1,1,66,NA
inf,1,50,0.65,1,1,12,NA
inf,2,1,0.65,1,2,29,NA
inf,2,2,0.65,1,2,50,NA
inf,2,3,0.65,1,2,60,NA
inf,2,4,0.65,1,2,59,NA
inf,2,5,0.65,1,2,19,NA
inf,2,6,0.65,1,2,NA,NA
inf,2,7,0.65,1,2,4,NA
inf,2,8,0.65,1,2,54,NA
inf,2,9,0.65,1,2,60,NA
inf,2,10,0.65,1,2,60,NA
inf,2,11,0.65,1,2,24,NA
inf,2,12,0.65,1,2,42,NA
inf,2,13,0.65,1,2,NA,NA
inf,2,14,0.65,1,2,23,NA
inf,2,15,0.65,1,2,12,NA
inf,2,16,0.65,1,2,33,NA
inf,2,17,0.65,1,2,33,NA
inf,2,18,0.65,1,2,30,NA
inf,2,19,0.65,1,2,21,NA
inf,2,20,0.65,1,2,4,NA
inf,2,21,0.65,1,2,70,NA
inf,2,22,0.65,1,2,22,NA
inf,2,23,0.65,1,2,NA,NA
inf,2,24,0.65,1,2,NA,NA
inf,2,25,0.65,1,2,12,NA
