name,level,run,inhib_level,r0,serotype_varying,time_to_extinction,time_to_reemergence
inf,1,1,0.77,1,1,150,NA
inf,1,2,0.77,1,1,117,NA
inf,1,3,0.77,1,1,113,NA
inf,1,4,0.77,1,1,NA,NA
inf,1,5,0.77,1,1,13,NA
inf,1,6,0.77,1,1,154,NA
inf,1,7,0.77,1,1,NA,NA
inf,1,8,0.77,1,1,138,NA
inf,1,9,0.77,1,1,11,NA
inf,1,10,0.77,1,1,32,NA
inf,1,11,0.77,1,1,12,NA
inf,1,12,0.77,1,1,156,NA
inf,1,13,0.77,1,1,161,NA
inf,1,14,0.77,1,1,NA,NA
inf,1,15,0.77,1,1,160,NA
inf,1,16,0.77,1,1,5,NA
inf,1,17,0.77,1,1,34,NA
inf,1,18,0.77,1,1,159,NA
inf,1,19,0.77,1,1,40,NA
inf,1,20,0.77,1,1,70,NA
inf,1,21,0.77,1,1,NA,NA
inf,1,22,0.77,1,1,103,NA
inf,1,23,0.77,1,1,156,NA
inf,1,24,0.77,1,1,53,NA
inf,1,25,0.77,1,1,73,NA
inf,1,26,0.77,1,1,79,NA
inf,1,27,0.77,1,1,142,NA
inf,1,28,0.77,1,1,13,NA
inf,1,29,0.77,1,1,26,NA
inf,1,30,0.77,1,1,6,NA
inf,1,31,0.77,1,1,60,NA
inf,1,32,0.77,1,1,127,NA
inf,1,33,0.77,1,1,18,NA
inf,1,34,0.77,1,1,12,NA
inf,1,35,0.77,1,1,93,NA
inf,1,36,0.77,1,1,33,NA
inf,1,37,0.77,1,1,155,NA
inf,1,38,0.77,1,1,153,NA
inf,1,39,0.77,1,1,98,NA
inf,1,40,0.77,1,1,128,NA
inf,1,41,0.77,1,1,149,NA
inf,1,42,0.77,1,1,15,NA
inf,1,43,0.77,1,1,143,NA
inf,1,44,0.77,1,1,54,NA
inf,1,45,0.77,1,1,24,NA
inf,1,46,0.77,1,1,3,NA
inf,1,47,0.77,1,1,NA,NA
inf,1,48,0.77,1,1,157,NA
inf,1,49,0.77,1,1,152,NA
inf,1,50,0.77,1,1,20,NA
inf,2,1,0.77,1,2,61,NA
inf,2,2,0.77,1,2,117,NA
inf,2,3,0.77,1,2,151,NA
inf,2,4,0.77,1,2,135,NA
inf,2,5,0.77,1,2,31,NA
inf,2,6,0.77,1,2,NA,NA
inf,2,7,0.77,1,2,5,NA
inf,2,8,0.77,1,2,126,NA
inf,2,9,0.77,1,2,143,NA
inf,2,10,0.77,1,2,151,NA
inf,2,11,0.77,1,2,42,NA
inf,2,12,0.77,1,2,90,NA
inf,2,13,0.77,1,2,NA,NA
inf,2,14,0.77,1,2,41,NA
inf,2,15,0.77,1,2,20,NA
inf,2,16,0.77,1,2,67,NA
inf,2,17,0.77,1,2,71,NA
inf,2,18,0.77,1,2,54,NA
inf,2,19,0.77,1,2,36,NA
inf,2,20,0.77,1,2,5,NA
inf,2,21,0.77,1,2,164,NA
inf,2,22,0.77,1,2,38,NA
inf,2,23,0.77,1,2,NA,NA
inf,2,24,0.77,1,2,NA,NA
inf,2,25,0.77,1,2,20,NA
inf,2,26,0.77,1,2,8,NA
inf,2,27,0.77,1,2,67,NA
inf,2,28,0.77,1,2,86,NA
inf,2,29,0.77,1,2,66,NA
inf,2,30,0.77,1,2,35,NA
inf,2,31,0.77,1,2,51,NA
inf,2,32,0.77,1,2,NA,NA
inf,2,33,0.77,1,2,14,NA
inf,2,34,0.77,1,2,32,NA
inf,2,35,0.77,1,2,141,NA
inf,2,36,0.77,1,2,21,NA
inf,2,37,0.77,1,2,17,NA
inf,2,38,0.77,1,2,92,NA
inf,2,39,0.77,1,2,6,NA
inf,2,40,0.77,1,2,99,NA
inf,2,41,0.77,1,2,101,NA
inf,2,42,0.77,1,2,148,NA
inf,2,43,0.77,1,2,6,NA
inf,2,44,0.77,1,2,45,NA
inf,2,45,0.77,1,2,NA,NA
inf,2,46,0.77,1,2,15,NA
inf,2,47,0.77,1,2,NA,NA
inf,2,48,0.77,1,2,8,NA
inf,2,49,0.77,1,2,30,NA
inf,2,50,0.77,1,2,143,NA
inf,3,1,0.77,1,3,17,NA
inf,3,2,0.77,1,3,5,NA
inf,3,3,0.77,1,3,15,NA
inf,3,4,0.77,1,3,NA,NA
inf,3,5,0.77,1,3,156,NA
inf,3,6,0.77,1,3,70,NA
inf,3,7,0.77,1,3,72,NA
inf,3,8,0.77,1,3,28,NA
inf,3,9,0.77,1,3,13,NA
inf,3,10,0.77,1,3,NA,NA
inf,3,11,0.77,1,3,156,NA
inf,3,12,0.77,1,3,4,NA
inf,3,13,0.77,1,3,47,NA
inf,3,14,0.77,1,3,158,NA
inf,3,15,0.77,1,3,46,NA
inf,3,16,0.77,1,3,NA,NA
inf,3,17,0.77,1,3,156,NA
inf,3,18,0.77,1,3,NA,NA
inf,3,19,0.77,1,3,NA,NA
inf,3,20,0.77,1,3,9,NA
inf,3,21,0.77,1,3,47,NA
inf,3,22,0.77,1,3,148,NA
inf,3,23,0.77,1,3,47,NA
inf,3,24,0.77,1,3,158,NA
inf,3,25,0.77,1,3,NA,NA
inf,3,26,0.77,1,3,154,NA
inf,3,27,0.77,1,3,9,NA
inf,3,28,0.77,1,3,150,NA
inf,3,29,0.77,1,3,NA,NA
inf,3,30,0.77,1,3,82,NA
inf,3,31,0.77,1,3,NA,NA
inf,3,32,0.77,1,3,NA,NA
inf,3,33,0.77,1,3,144,NA
inf,3,34,0.77,1,3,31,NA
inf,3,35,0.77,1,3,103,NA
inf,3,36,0.77,1,3,NA,NA
inf,3,37,0.77,1,3,NA,NA
inf,3,38,0.77,1,3,4,NA
inf,3,39,0.77,1,3,121,NA
inf,3,40,0.77,1,3,44,NA
inf,3,41,0.77,1,3,17,NA
inf,3,42,0.77,1,3,51,NA
inf,3,43,0.77,1,3,77,NA
inf,3,44,0.77,1,3,14,NA
inf,3,45,0.77,1,3,157,NA
inf,3,46,0.77,1,3,25,NA
inf,3,47,0.77,1,3,66,NA
inf,3,48,0.77,1,3,69,NA
inf,3,49,0.77,1,3,15,NA
inf,3,50,0.77,1,3,NA,NA
inf,4,1,0.77,1,4,6,NA
inf,4,2,0.77,1,4,54,NA
inf,4,3,0.77,1,4,NA,NA
inf,4,4,0.77,1,4,102,NA
inf,4,5,0.77,1,4,49,NA
inf,4,6,0.77,1,4,24,NA
inf,4,7,0.77,1,4,144,NA
inf,4,8,0.77,1,4,3,NA
inf,4,9,0.77,1,4,85,NA
inf,4,10,0.77,1,4,95,NA
inf,4,11,0.77,1,4,78,NA
inf,4,12,0.77,1,4,23,NA
inf,4,13,0.77,1,4,28,NA
inf,4,14,0.77,1,4,23,NA
inf,4,15,0.77,1,4,3,NA
inf,4,16,0.77,1,4,142,NA
inf,4,17,0.77,1,4,NA,NA
inf,4,18,0.77,1,4,18,NA
inf,4,19,0.77,1,4,158,NA
inf,4,20,0.77,1,4,148,NA
inf,4,21,0.77,1,4,42,NA
inf,4,22,0.77,1,4,28,NA
inf,4,23,0.77,1,4,39,NA
inf,4,24,0.77,1,4,37,NA
inf,4,25,0.77,1,4,145,NA
inf,4,26,0.77,1,4,42,NA
inf,4,27,0.77,1,4,43,NA
inf,4,28,0.77,1,4,26,NA
